,chainId,blockNumber,blockHash,transactionIndex,hash,log_index,nonce,from,to,token,token_address,value,price,value_usd,gas,gasPrice,gasUsed,maxFeePerGas,maxPriorityFeePerGas,type,callType,traceAddress,subtraces,output,error,result,address,code,init,r,s,v,input
2249,1,15952560,,15,0x46c10b015bf2a6b795bf2c61e6c8aa2ef649ba65834b0126a0a07ccc35d8b2c0,45.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,XLMBEAR,0x960Efd63aE895F165d874E6cc62501fd0e7Dc50a,49271367.51395171,,,,,,,,,,,,,,,,,,,,,
2255,1,15952563,,2,0x9b6812f6ad1df59a5decccec43800e8a7e46577551458435cc7d0ab5a93a6ca6,1.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,FIDA,0xF40D9507a7d4850c52a45698c9410e2c345F7A94,9678121.758751,0.354811676755441840,3433910.609065768085850892,,,,,,,,,,,,,,,,,,,
2262,1,15952567,,11,0xbe63d2dd8c1045069031719bc77bdab277d2aabc991ecdb2fede2e2235d20ed5,7.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,HMT,0xd1ba9BAC957322D6e8c07a160a3A8dA11A0d2867,19321789.75408563615146904,0.049688459317345980,960069.964134196519265452,,,,,,,,,,,,,,,,,,,
2270,1,15952576,,28,0xfebfd9768f0593095711b2bb53e1b1f4d9fa6f1ded1fc35844041c88a076a9c5,33.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,XLMBULL,0x3a43a04D80F9881d88080bf9fA8bB720AFb6c966,159004247.03674385,,,,,,,,,,,,,,,,,,,,,
2276,1,15952580,0x2f018a2b34b38b6b11a69373e9b5e47812f8b5a3be03e63287237c26283e8dc2,56,0x661d0c1697a1c76066efb9464a1dea0bc59564d6e55abd5df1ed6410b4e6d2ac,,,0x4bc806057e1000d3a95d4b849380c2fb7fe7a2c9,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001,1263.689800000000104774,1.263689800000000105,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2277,1,15952583,,31,0xa49d37602b55aca767edf36f2d8e8a0d48ad2beb3f5e3d4e842f9ca262d7015a,29.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,ZECBEAR,0x78a8c84b4c23563bE4518e7045016D3170130823,59669419.80714052,,,,,,,,,,,,,,,,,,,,,
2283,1,15952585,0x7ee34d9d55e4f064cc1e0424ac2f8c3df6f87e981c4eabeda9d67b77eb692079,73,0x11713e262c111f1f326f161d499adaa83c73b72c5aec3b089700b1fe35187374,,,0xbeedd1c4623595457b42cb46491b04317697faeb,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00001,1263.689800000000104774,0.012636898000000001,11044.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x243130302c303030206f66206d792061737365747320696e204654582061726520676f6e652c2073656e64206261636b20746f2074686973206164647265737320706c73
2284,1,15952591,,22,0xed2ad6eecf3fbdd996bd6e00e1a1f5dd75f4535accbc4ea7d0b4f331d50c9553,65.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,NPXS,0xA15C7Ebe1f07CaF6bFF097D8a589fb8AC49Ae5B3,72640916.074441666808961105,0.000145873930718937,10596.415958803220772985,,,,,,,,,,,,,,,,,,,
2290,1,15952597,,47,0x17a104beeb8b0dc6ed05f152af5d76251869a8962c62d939d5e8073001cb21cd,35.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,SLP,0xCC8Fa225D80b9c7D42F96e9570156c65D6cAAa25,190725102,0.002781664954743870,530533.332223349989624740,,,,,,,,,,,,,,,,,,,
2296,1,15952601,,11,0xed4932d722d6e70f5823afe3894c293a7551c2597292f1ab16459bd3d015e6a8,38.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,ZECBULL,0xD437d88153daEF4784CAcd2084b1d8Cc2D3312B8,491277180.4298763011,,,,,,,,,,,,,,,,,,,,,
2302,1,15952601,0x5c253d451ad0fd5f22d03bba9288dd1c492588fd7eddfef553c48050bdf9c304,172,0x208e7379db796bf05f10e9ddd1bac831053af6509d688814748db5a54b093241,,,0x4b1dfd79c4b2a9be8d54f05d82f3f36daa9efaa2,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.02,1263.689800000000104774,25.273796000000002095,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2303,1,15952603,,16,0x1471803f9e11f49dd6e88df260e6e6faa9daeafb6e68311eedf707a1eecdf76a,12.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,UMEE,0xc0a4Df35568F116C370E6a6A6022Ceb908eedDaC,31683633.424824,,,,,,,,,,,,,,,,,,,,,
2309,1,15952603,,53,0x327c2295459e1aee5ca00cb044a9ff0c603d3c9fe8d5d81e8d7321aa1c26c439,55.0,,0x6Cf64A120cDCDCBB8C0da1EdbD1A05De295130B4,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,GALA,0x15D4c048F83bd7e37d49eA4C83a07267Ec4203dA,1,0.032589769307923774,0.032589769307923774,,,,,,,,,,,,,,,,,,,
2311,1,15952606,,22,0xee3fe0694d775ecdc786b880a356e2e563379f991355e70f38afcca6cc2d2006,42.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,VGX,0x3C4B6E6e1eA3D4863700D7F76b36B7f3D3f13E3d,639370.4555412,0.505728295999108513,323347.730993024843345901,,,,,,,,,,,,,,,,,,,
2317,1,15952609,,22,0x8e6bac2164240e61bd8919052d6733f64334bfd3c62279e2edda081fbebe6d52,19.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,ALGOHEDGE,0xfdc3D57eB7839ca68A2fAD7A93799c8e8aFA61B7,990.17152643,,,,,,,,,,,,,,,,,,,,,
2323,1,15952611,,15,0xda846b6157c30839d42cf8ff7c8f4f530d174289151c22bb81ad9c6c08a57efd,54.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,BNBHEDGE,0x2840aD41cf25Ad58303Ba24C416E79dCe4161b4F,171432.34473536,,,,,,,,,,,,,,,,,,,,,
2329,1,15952614,,28,0x1e8f0e217775619fc19ac9ccda9a3b4613f68c3ae607d45b673db3020f4b3dec,27.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,ALTHEDGE,0x258FEc90B7788E60dA3bc6f81d5839Dc5B36a110,7598.0313833,,,,,,,,,,,,,,,,,,,,,
2335,1,15952615,0x529e3438dc5a8e5af6b2edb583fd114f99b93469608bd9ceea32547360cfa827,93,0x350b7d8416226eac96468535047c61fb53a27e57d8670be81262480595417b92,,,0xc493d7a2b16b522156c4e6929341317670372afb,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1263.545857029999979204,0.126354585702999998,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x48656c6c6f20667269656e64732c20796f75206163636964656e74616c6c79207472616e73666572726564206d7920243130302c3030302c2063616e20796f752067697665206d65206261636b20736f6d65206f662069743f2020677261746566756c
2336,1,15952619,,17,0xe27065d62bf38da5450be7081c17c8690dfb8bfcf195402139ed77db4b9e8315,50.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,EUROC,0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c,580.213816,1.033582358235823673,599.698764222286281214,,,,,,,,,,,,,,,,,,,
2342,1,15952624,,23,0x07dbd3ffe91ec6d6bb08ef8b08b918b903f70eaba2d4fe9d9a52038c159f9e36,46.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,BEARSHIT,0x48dEE19C81B89A9aB473361bAE7a19210f2DEaA4,33034957365.27352658,,,,,,,,,,,,,,,,,,,,,
2349,1,15952626,0x18773df77382cb47c0548e6da4cfec016a9668662677466fe69d20aef260ad94,26,0xb0be1ffe169ef5bec1715bfcf895e6d848417254b836c151a9f44d01b47185c0,,,0xd7698bc337fe3490b6bca2d72fd8481c878173c7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00001,1263.545857029999979204,0.012635458570300000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x49206c6f73742061206c6f74206f66206d6f6e6579206f6e204654582c206d7920776966652072616e20617761792077697468206f74686572732c20706c656173652067697665206d6520736f6d65206261636b21
2350,1,15952628,,17,0xfbaaad926d2bdc7dfc8c3173a05ab8121579437ce881ae59fa270e5395b8d79a,37.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,GOG,0x9AB7bb7FdC60f4357ECFef43986818A2A3569c62,8292422.273312080412407888,0.093856316424019537,778296.208805566038742641,,,,,,,,,,,,,,,,,,,
2356,1,15952630,,116,0x0762f2ec209f6e097de9a37a12de6ad3fdd5b2ca910fb22a8fc81d5da5f10130,37.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,GODS,0xccC8cb5229B0ac8069C51fd58367Fd1e622aFD97,1347126.798892265105056674,0.280123197876457675,377361.466850776981887324,,,,,,,,,,,,,,,,,,,
2364,1,15952633,,17,0x3bd465d9304837302525a9bc82b8bcd4a010dea10ee2a78b7cd98358e68b8d73,82.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,XRPHEDGE,0x55b54D8fB1640d1321D5164590e7B020BA43def2,19714.36739057,,,,,,,,,,,,,,,,,,,,,
2370,1,15952636,0x7480028f62b5c5f7ad0eee9ea49b5b8dfc080b7df8230f41081db9bc48e8760e,92,0xfa79a2f95cd5c0165e1c86d19169c6199c8cd6aea47361a36cbc7c2f3f41a7d1,,,0x82fd8a7149ecb70f1c260e2d491895ee669fd1da,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1263.545857029999979204,0.126354585702999998,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x506c656173652067697665206d6520736f6d65206d6f6e65792e204d7920706172656e74732061726520696c6c2e205468616e6b20796f75
2371,1,15952638,,12,0x4267538d10f016608647fb0a0c6a84a475380c54b7930ce5e23e383a79994f81,79.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,BCHHEDGE,0x02E88a689fdfB920e7Aa6174Fb7AB72add3C5694,10992.49639157,,,,,,,,,,,,,,,,,,,,,
2378,1,15952643,0x29e0c1258364d483558ebc14ecca048b7c8ec843d607a8930ed35d0f7c9cc482,64,0xbda2ad812d2f689cc97860d0667dd4831dcdcf5fe525eb563ea4442f15f28a72,,,0xdae4cf3c22e9e71a22fcb354a3634f99bd500244,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1263.545857029999979204,0.126354585702999998,10940.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x243130302c3030306f666d79617373657473696e465458617265676f6e652c73656e646261636b746f7468697361646472657373706c73
2379,1,15952647,,20,0xe03d145e68bcef433477b0a9826d8d5331a36294016dabebdb5ecb7a10424b7d,20.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,BTMXBEAR,0xdBF637f78624F896B92F801E81f6031b7865eD20,2935229400647.70829707,,,,,,,,,,,,,,,,,,,,,
2385,1,15952649,,23,0x635829c0382e7f3e0ef6003e2f7a16da9f0e2b4b42e595d57a5a332b2eadd1a7,33.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,BSVHEDGE,0xf6254cd565c5E78dfB0030b0B14D1E6F482a2413,226.96504913,,,,,,,,,,,,,,,,,,,,,
2391,1,15952655,,27,0x23024e52154b1b177a034e490484ee4508a05bbd3aab2e3548520f891474882d,24.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,EOSHEDGE,0xb38f206615325306DddEB0794A6482486B6B78b8,15181.46655201,,,,,,,,,,,,,,,,,,,,,
2398,1,15952667,0x786f5485a475cb89ddaf24fc83eea326f046addb625d364b09cd302aa131cdf9,78,0x1aee08e388f372e75710331a7e1acc99051a7562f6311257690f209738f4955c,,,0x33e61cd2f3d6f669da69e79f18a7da908d365f39,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1263.545857029999979204,0.126354585702999998,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x492068617665206e6f206d6f6e657920746f20656174204b4643
2399,1,15952668,,9,0x131b5673a8967283429ca5aafac1067c67ec5ecc977988ccefdf68b8b2f56b05,185.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,TRXHEDGE,0xe58C8dF0088Cf27b26C7D546A9835deAcC29496c,695.10524444,,,,,,,,,,,,,,,,,,,,,
2405,1,15952670,,53,0x1cdca5a3fac91cfe813ce595bd1dd574e7a67fcf5735d1fa4962dd13d223e14d,165.0,,0x8008E08E1f5F693fF02B37B17756aD75AFa308C4,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,TD,0x6660EB4180Ed0C2c53676B9a35a2E34313490a87,1651,,,,,,,,,,,,,,,,,,,,,
2407,1,15952692,,78,0x43e3c45af2beadc4584cfc59402bcf47d368148a20117437ead0f0e7c1164cb4,136.0,,0x8008E08E1f5F693fF02B37B17756aD75AFa308C4,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,WTS,0xF048cbAAd26c1A35e7A04e126fDEb9c8045E676B,5339,,,,,,,,,,,,,,,,,,,,,
2409,1,15952714,0xe84f0eb442b8f5845d57346615ddb2104d553060af0b52589e1cd79645f3792c,105,0xcaa9fb7f12c13ca7c00d480b6e2bb0626f96e11a6b5675e71cce67eedf216207,,,0xbc4a2cc39bce766a95e9eca7af7b25b78e876057,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00001,1257.177424689999952534,0.012571774246900000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x69e280986d20435a20676574206d65203130304554482068656c7020796f75206d6f6e65792e
2410,1,15952734,0xf6be4360c5f6cac1303cea7b4b0d18f1e95d01c170400c7908649d579f562b49,81,0x151ca696f6115b804522e09d92f0cd1b2d1dd7b72b45181b5f6e60d3d3d4cc6e,,,0x9a93247ea08164e9f31c83e9abb8602ca50beee7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.007972828600130754,1257.177424689999952534,10.023260127007158733,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2411,1,15952741,0xdcde97e213d79f119ef0282d2ce9d5c834f41bba7b89caf405cdd14bfb32036a,85,0x07e7e411efc6b96dd45b210d4d0eb11fb65c7bd11591f18841a9a0a539c6b458,,,0xc9b6a6e921d6fbf22f58a3c66a457946048ede1a,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1250.660000000000081855,0.125066000000000008,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2415,1,15952787,,96,0x189c995ea1fba4c473aa65f1f48248a479bfa0d58754c37e89388518b2ce2fae,225.0,,0x44D24D63F2af517853eAA026613AA3d68222697C,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,Satoshi,0x173736b8b9e54c070fa2b80d87D6F2f44cBCD395,5097881866.710641587,,,,,,,,,,,,,,,,,,,,,
2417,1,15952799,0x6f5fec7b9c53079539cc0527e4689b0647a9edd4db19950b3c0d65daee9e8e61,106,0x26e36d884a24f9a8aeffac56df3444cc0daad7239179a0c8c75ec51d58d511dc,,,0x5f967c107d78fd81370043bd3f0ce7ffb3c562d7,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001,1258.746564459999945029,1.258746564459999945,10788.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe696bde4b8bbefbc8ce694bee4b88be5b1a0e58880e7ab8be59cb0e68890e4bd9befbc81
2418,1,15952807,,66,0xbe745c6e52d575156419d2b8e7f9632a343e4504e58f91b2c146758f3c459e96,103.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,ASD,0xff742d05420B6Aca4481F635aD8341F81A6300C2,64181385.693458684702534255,,,,,,,,,,,,,,,,,,,,,
2424,1,15952816,,19,0x880519027ca1c72b449f9db2d6fa4ba8471865ad2d2f77fd8ebfacaeb343c4d5,80.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,INDI,0x3392D8A60B77F8d3eAa4FB58F09d835bD31ADD29,13079255.765705660004422833,,,,,,,,,,,,,,,,,,,,,
2430,1,15952818,0x142c9504deae7151af73ff5fef41044389fcfbc62834ae833786767aecc5893b,102,0x92541f3746ce632e16a5e9882b45491d800a18e51b0c9aae888e50849f3949da,,,0x10e030349db258f7322f286cf859ff0c10c35617,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001,1266.630000000000109139,1.266630000000000109,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2431,1,15952822,,49,0x8e68a6c08bf3ba49b81f3fc97f1099e55bd2299886d6bfc5dbf369ed392654fa,65.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,EUL,0xd9Fcd98c322942075A5C3860693e9f4f03AAE07b,194866.472605993001533633,5.294796510744355089,1031778.319215272200164455,,,,,,,,,,,,,,,,,,,
2437,1,15952825,0x079c7e5303ace84da209eaf4b7d3eca3bd2b99a9e67af8c3bb5d2eae53b5167f,35,0xbd286f855cbec5bb82d2889d331378b00f3420dbe3741d5e89686fa942bacaba,,,0x9ba611b793b4af098364758aefd7ede744628b40,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1266.630000000000109139,0.126663000000000011,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x5369722c20616c6c206d79206d6f6e657920697320696e204654582c20492068617665206e6f7468696e67206e6f772c206d79206769726c667269656e64206c656674206d6520616e64204920616d20686f6d656c6573732e20492063616e206f6e6c79206c69766520696e207468652062726964676520686f6c65206174206e696768742c20696620796f75206172652077696c6c696e6720746f2068656c70206d652c20492077696c6c206265207665727920677261746566756c2c2049207769736820796f7520616c6c2074686520626573742e206265737420726567617264732e
2438,1,15952828,,83,0x8b6e1b33cd789b6e71481d49409199387503214dc5e6029d46fb7e1570bb0414,87.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,AXL,0x467719aD09025FcC6cF6F8311755809d45a5E5f3,1224692.310256,0.684791586394086993,838658.989984845615915010,,,,,,,,,,,,,,,,,,,
2444,1,15952834,,106,0xf448b0d4193617f4b7c1b750bf15478544892d67a895b359a787320bedbf4dba,110.0,,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,0x97f991971a37D4Ca58064e6a98FC563F03A71E5c,PTU,0xC229c69eB3BB51828D0cAA3509A05a51083898dd,1375642.58047995,,,,,,,,,,,,,,,,,,,,,
2450,1,15952837,0x2eea156b834930a1f017f8fd1e88b7727535263147369ebd77ad8db77bf595f1,193,0xfc0256c526627822c0c9d248cbdcaba35daba74fbf63d0b04b84b160d11c4304,,,0xe4f67e7f6686ee5c2ee18153d373064e4ab9ab03,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.005201314,1259.799288579999938520,6.552611676881193800,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2451,1,15952842,0x26b030b2dd66848864b3badf1b36f8a69387ab6ef624607ea0d094c613571237,37,0xd4a64efd3e8cfd6226600b97ad84f75a6e7e214c1c045abb610facf20e8d40a7,,,0xf184d9e8f6c25e0fa136df9c5908ec7df246c466,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0000766,1259.799288579999938520,0.096500625505227995,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2452,1,15952864,0xe9dfed58f558ab360a4737ad2aa91c56aa95b409fb3ef5aaf8dae7fcbcaf8fb1,59,0xec9eb0aedc08c5357a4e3557bfb5f66b0d4816baee983911272864d22e0b469e,,,0xc7e69a36e9356bcda65b232ac5e2d97c5708e968,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00001,1259.799288579999938520,0.012597992885799999,11052.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x5468652054696d65732030332f4a616e2f32303039204368616e63656c6c6f72206f6e206272696e6b206f66207365636f6e64206261696c6f757420666f722062616e6b73
2453,1,15952876,0x7b617ec2ba489318d046d3ba7018ee11c7e69789caca8a7f5db3a5359ac19cbb,151,0x072fca5dc6fcf83e93e109536aa3139e8be13babd2940b95ffb793cfb11b2479,,,0x9aaae611d33accbde310c1427178eba1478dd949,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001,1259.799288579999938520,1.259799288579999939,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2454,1,15952879,0x9aabeb75ae3998098831d6ef9c5305013109c41b15d7e6ad1084a20c5866cd69,82,0x3d3240a7c7154ef85120a446abb36ffdb67b3c0d5beb8ac94fb7197a3a956d76,,,0x8615f988fd9798c9d85b15fe22a8f5ad8d71f703,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00005,1258.935627809999914462,0.062946781390499996,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2455,1,15952879,0x9aabeb75ae3998098831d6ef9c5305013109c41b15d7e6ad1084a20c5866cd69,114,0xf0862e151870273af5d6206ff438ea4063c512895d48762d3c581534a5f14b12,,,0x4a063127b9da2ad6d756fc63ab24d63e5d2795f2,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00001,1258.935627809999914462,0.012589356278099999,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2456,1,15952888,0x7a2965cf6d84a88cfcf346e4c05002bf30c54f1d94fcc054966d846c9a4945bb,225,0x80fc3210fda9610c39b087e178d75552d16fdab18ab6dbd32d359e3811da5716,,,0x180aa2acb67204664ae00fb1303dd9149a2ff548,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001,1258.935627809999914462,1.258935627809999914,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
2459,1,15952975,0x8c1c86b346ba79fc202e429972fa9d4f24222af270fafd86206f58e4b9aaf102,50,0xd808558c46e186f4c1bfadd57b7ca9d619f33f44df6164daf67c18a4a620ec12,,,0x8008e08e1f5f693ff02b37b17756ad75afa308c4,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-17,1259.533615090000012060,1.2595E-14,10812.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x5342465f465458204675636b732035204d696c6c696f6e2050656f706c65204174204f6e636521
2460,1,15953071,0xb7ea9241f718d7f8edc3c9239ae57d4387b7b2910dadd25b7fcc6f57f78e59d9,85,0x5ad4d5e743d02eeb1279fa93f68c9a20d21973d40ce755629ef63ac6ba808220,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1259.533615090000012060,0.000012595336150900,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4865726f2c2049206861766520316d20757364632073746f726564206f6e204654582e2043616e20796f752072657475726e20697420746f206d65efbc8c49207265616c6c792063616e27742068656c702069742e2049276d20686f6d656c657373206e6f772c20616e64204920646f6e2774206576656e206861766520746865206d6f6e657920746f2062757920736f6d6520666f6f642e
2462,1,15953117,0x195570a036e908ce84abb418ad147d3b298c8aac0c9be94cd2b403a8d4672625,62,0x5f45e388971991f2afcd30fde64883638623bdaa78c2c0481104611f71a820f2,,,0x1716824aaab9a9b7f8fcc4bc9a66228246d8a036,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1259.533615090000012060,0.125953361509000001,10852.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x69206c6f737420313020303030242066726f6d2066747820706c656173652073656e64206974206261636b0a
2463,1,15953153,0x855924674b32af4342079f783fe2d65e21fbf1eede74b1f0415e7e64276167ee,194,0x7eccbd4baa30d2c80316d705444829deedafe5f642308a556be7472ee1802eb6,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-8,1259.533615090000012060,0.000012595336150900,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4865726f2c204920646f6e2774206861766520616e79206d6f6e65792c20616c6c206d79206d6f6e657920697320696e206674782c20492063616e2774206166666f726420666f6f64207269676874206e6f772c206d792072656e7420697320636f6d696e67206475652c2049276d20646573706572617465
2464,1,15953165,,125,0xcf33778d92af6c0037983d94339d6b53c947d9ba7a78e7f6278b787dd092c2c1,204.0,,0xc2F37eCeEd9D3DE74aD29f69004901c7a55b666e,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0.0995,1.000000000000000000,0.099500000000000000,,,,,,,,,,,,,,,,,,,
2466,1,15953174,0xc95c4d2b0e0a82b336268071c419655d03fd1097fb4ee2cba01d5ccd73d7ba30,5,0xa043e4b58cc33ac9bb7033898e0079d54624f88766b1b141a9497251e543e646,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000001,1260.349999999999909051,0.001260350000000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x48656c70206d652c2049276d20736f2068756e67727920616e642049276d20736f20636f6c642e
2467,1,15953195,0x7f45e40d95871089a7f41776597cda65b5c0b8b4bbc2be35cf882297b72b04d5,214,0x23df44e95076caceec6f49efc701fdd86ac9d2a941d629282bde44c31201eadc,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-9,1260.349999999999909051,0.000001260350000000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4865726f2c20706c656173652068656c70206d652e416c6c206d79206d6f6e657920697320696e206674782c20492068617665206e6f206d6f6e657920746f2062757920666f6f642c204920646f6e2774206576656e2068617665206120706c61636520746f206c6976652c204920616d20636f6c6420616e642068756e677279206e6f772e
